Corpus 1,Corpus 2,value
shushik71,adorah1,0.8397522712908564
besiata2,InbalShaky,0.8397599976282587
adorah1,MoranT555,0.8397683430944105
motimo68,Sasreuven,0.8397714631221127
duct_pure,RabanYocha17759,0.8397779672767905
efroniido,Ili02Boss,0.8397817918963175
rikiblaiberg,008Maverick,0.8397819009650241
SbnYzyq,Dandy_first,0.8397826621816272
danidin090,adorah1,0.8398079798653852
m2CL3T2r7CC7Q38,OFgSTCH7IvIILSB,0.8398212427886507
orenant,efroniido,0.8398219949497114
zacaiha,1Ycmeired,0.8398301537769682
besiata2,0k8a6jmiyKMjuoc,0.8398510434585746
hertz_eran,HwmwsG,0.8398539415745331
motimo68,SbnYzyq,0.8398814364912669
Sasreuven,OFgSTCH7IvIILSB,0.8398949311080206
Efke12,Amibargil,0.839899414046236
paXqueville,izikduvdevan,0.8399178062779928
demokratya11,EpsteinBarr7,0.8399550973487044
m2CL3T2r7CC7Q38,1Ycmeired,0.8399559074899771
EpsteinBarr7,212pondi,0.8399610033274294
duduheim1502,AlonGafni1,0.8399634694351874
adorah1,7Za03F3no0CsgpN,0.8399635768764874
adorah1,Z87362157,0.8399664355210281
Dany16905696,BrQybh7491,0.8399716585696255
NkCninFukolqlQC,HwmwsG,0.8399763995238244
Ofirizhaki,Dany16905696,0.8399913784271399
mHtUq817Q1VAYag,MaxB7777,0.8399917448750842
shogokipppp,RevitalMadar,0.8399957864676946
lililea22,HwmwsG,0.8399989634679871
hhwsb1,Sasreuven,0.8400031977448932
ynonhadary,OFgSTCH7IvIILSB,0.8400051204601903
noambl236530,AlrxKipnis,0.8400212490537697
ti3627sa,HgmyStr,0.8400244608677498
slinkysowner,Efke12,0.8400415185033403
Igoigo4561,HgmyStr,0.840043824798596
j32ndSzbeJGuek8,OFgSTCH7IvIILSB,0.8400518927748383
avar14700079,MaxB7777,0.84005228661944
Sasreuven,RevitalMadar,0.8400543044866197
m2CL3T2r7CC7Q38,atzam357,0.8400655299574566
BitonNikol,Beitar_76,0.8400680328397225
j32ndSzbeJGuek8,hhwsb1,0.8400903950839258
babusha110,DoronStaub97973,0.8401324733292047
besiata2,NkCninFukolqlQC,0.8401502610788293
MaxB7777,DoronLavi3,0.8401995378892125
LakersssLa,HwmwsG,0.8402011867193964
naorlyn,HwmwsG,0.8402070673391191
besiata2,MoranT555,0.8402121097045022
atzam357,Sasreuven,0.8402130219666261
HgmyStr,BenzerBenzemez,0.840231257718023
slinkysowner,Ili02Boss,0.8402480026172865
efroniido,Hadassa46476315,0.840250188579016
OFgSTCH7IvIILSB,AlrxKipnis,0.8402529062506556
orli1960,elizipori,0.8402554701364985
adorah1,AmirLevy3,0.8402590746407407
FannyMaPines,6464zipor,0.8402688096422486
RevitalMadar,Ido89209450,0.8402807358023877
izikduvdevan,BO12399526505,0.8402976973266123
KApW0LzOdQwG6Jn,Dany16905696,0.8403006980528321
BO12399526505,008Maverick,0.8403071306796217
moshenatania,DrwqBrhm79967,0.8403132235853642
atzam357,HgmyStr,0.8403227128724299
shobot6,ayala25094128,0.8403629355395511
hanalevi1961,efroniido,0.8403642745133825
iKgwyGgoSHGmYYj,HgmyStr,0.8403651401405695
yosishahbar,arcodeAndroid,0.8403748772040591
shogokipppp,HgmyStr,0.8403825368253044
shogokipppp,Sasreuven,0.8403879728972062
shobot6,gl_xllk,0.840397923632614
m2CL3T2r7CC7Q38,6464zipor,0.840408534758657
KazanMoshe,BrQybh7491,0.840424890194322
yosishahbar,kashkeshet_,0.8404410806783804
slinkysowner,FannyMaPines,0.8404653323886155
RgshaiSy,008Maverick,0.8404666420513123
sms82900,HgmyStr,0.8404690625001028
atzam357,Amiros62799521,0.840475594772266
moshenatania,Mo27029,0.8404819027806727
orenant,KApW0LzOdQwG6Jn,0.8404821518620877
RlInOfof4QiXGSK,Igoigo4561,0.840505146453362
elizipori,Mo27029,0.8405351605899727
izikduvdevan,RevitalMadar,0.8405380531372519
izikduvdevan,iKgwyGgoSHGmYYj,0.8405433577077549
shalom_tuviana,6464zipor,0.8405552268608156
yosich53,Dany16905696,0.8405552340622741
PantiPonta22,Amiros62799521,0.8405560884591722
indianados1,Ido89209450,0.8405563026873889
sms82900,duduheim1502,0.8405650972082128
yossibeber1,bibistbabun,0.8405652560801496
xrJSbVEHWcYU7up,DoronStaub69008,0.8405692926535483
KazanMoshe,Amibargil,0.8405889864599407
izikduvdevan,atzam357,0.8405905689972835
slinkysowner,KatamarZ,0.8405947153947647
yosi_shahbar,lovesomebody100,0.8406265843046253
R_BBN_IL,DanielOriii,0.8406296597649505
lmolgan,YahavYonatan,0.8406316798713855
NptlyS,Efke12,0.8406388581598713
TsadokRonit,1Ycmeired,0.8406420983360655
indianados1,HgmyStr,0.8406466626750915
nurit812,a51LetvgkZzmWCw,0.84064937316565
prydmn6,gili_zur,0.8406503543027823
6464zipor,008Maverick,0.8406568819609352
Ido89209450,HgmyStr,0.8406641440101373
nurit812,noambl236530,0.8406656315535971
Sasreuven,EujAKgojA2KVxmb,0.8406898810890817
yosich53,BO12399526505,0.8406942333420241
avar14700079,Mo27029,0.8406979700583289
QwbyYhwdh,MaxB7777,0.8407034489741652
slinkysowner,l_ysr70678,0.8407279973859505
danny_sovevani,BitonNikol,0.8407293587824938
smolan_with_s,NkCninFukolqlQC,0.8407333269765515
ti3627sa,GE4IL,0.8407356129808096
Ofirizhaki,Gad680gmailcom1,0.8407387974595554
moshenatania,lmolgan,0.8407403053006438
KazanMoshe,Hadassa46476315,0.8407428489954644
a51LetvgkZzmWCw,Mo27029,0.840757795551375
tami2759721463,DoronStaub69008,0.8407606685632285
elizipori,R_BBN_IL,0.8407666399784832
lililea22,AlonGafni1,0.8407716234177954
medinayehudit,HgmyStr,0.8407764162055681
nurit812,mHtUq817Q1VAYag,0.8407790646673753
nkfyBBkfifqyxik,DoronStaub28724,0.8407827583121992
tami2759721463,DoronStauber007,0.8407860782528429
tamimor210245,OFgSTCH7IvIILSB,0.8407881661692602
smolan_with_s,ELISHALOM4,0.8407924893613425
lililea22,avar14700079,0.8408071937816991
GE4IL,Dany16905696,0.8408105694158291
lililea22,elizipori,0.8408210444452892
eyal_kaplan,BHlpUPqIkKjnSqL,0.8408419649879758
demokratya11,DoronStaub97973,0.8408448810334419
danny_sovevani,RiRinabr,0.8408656372360883
DoronLavi3,0k8a6jmiyKMjuoc,0.8408715470772126
Joe02020202,DrwqBrhm79967,0.8408745762102988
KatamarZ,DrwqBrhm79967,0.8408750802398747
yosihaiafe,hertz_eran,0.8408809937606052
nr67974926,bibistbabun,0.8408872289832454
tamimor210245,Igoigo4561,0.8408875105272642
navak50,Isagerad,0.8408886973928348
DovRamon,008Maverick,0.840895176375775
m2CL3T2r7CC7Q38,RlInOfof4QiXGSK,0.8408963690994774
GE4IL,AnBzxqUW43N0f8a,0.8409072499374073
Mo27029,Dandy_first,0.8409126442870165
NkCninFukolqlQC,AlonGafni1,0.8409156146189279
Pusha44986409,Arie36930212,0.8409341551245963
Mo27029,51JYvsb1i7LDjyW,0.8409353194834412
ilan97933576,demokratya11,0.8409522739542336
izikduvdevan,indianados1,0.8409548482511104
shushik71,DanielOriii,0.8409584343797908
kashkeshet_,DanielOriii,0.8409586049673173
adi_darkly,Dany16905696,0.8409632384749111
rinio1984,jackofa09855041,0.8409660429725767
TsadokRonit,PantiPonta22,0.8409683435366532
KhnHrwn,Amiros62799521,0.8409804329955853
menashee4599,SbnYzyq,0.8409899457361197
moving_bot22,Isagerad,0.8409918361209703
l_ysr70678,Gad680gmailcom1,0.8409951751711493
atzam357,Galor03155003,0.8409988894815417
Ofirizhaki,BARUCHKEREN1,0.8410016953439874
shall_miri,kashkeshet_,0.8410201052473332
QwbyYhwdh,EujAKgojA2KVxmb,0.8410209472694299
mHtUq817Q1VAYag,ELISHALOM4,0.8410262368170011
shushik71,mHtUq817Q1VAYag,0.8410534992677178
tami2759721463,NataniaMoshe,0.8410554527588464
nadi_paamoni,Max_B_777,0.8410579145768713
yhkhn3,YhwsYr,0.8410643683751017
adi_darkly,Az291058,0.8410647448257982
KatamarZ,BARUCHKEREN1,0.8410687609950609
efroniido,adi_darkly,0.8410738863440899
efroniido,MoranT555,0.8410822932619683
nurit812,RabanYocha17759,0.8410868690938176
hertz_eran,Zion5My,0.8410898619133231
RiRinabr,KhnHrwn,0.8410910837604924
nadi_paamoni,DoctoryErez,0.841099675337688
tami2759721463,WryYrqwny,0.8411274030185432
medinayehudit,izikduvdevan,0.8411324231535644
nadi_paamoni,lmolgan,0.8411416669403917
nadi_paamoni,YahavYonatan,0.8411463512944383
adi_darkly,RevitalMadar,0.8411478268589403
shushik71,Dandy_first,0.8411537564996324
swr67870,BARUCHKEREN1,0.8411563621204908
KazanMoshe,EpsteinBarr7,0.8411571900601817
adi_darkly,RabanYocha17759,0.8411615019112174
shall_miri,DoronStauber007,0.8411658601932037
Mot_Tal,Gad680gmailcom1,0.8411711600910019
menashee4599,jackofa09855041,0.8411754583560399
avar14700079,NkCninFukolqlQC,0.841178112245132
noambl236530,lovesomebody100,0.8411885550441729
RiRinabr,InbalShaky,0.8411923837937098
NptlyS,BrQybh7491,0.8412057612027711
lmolgan,SvetkaIL,0.8412122235614943
R_BBN_IL,BenzerBenzemez,0.841212734414484
The_One_Star,GE4IL,0.8412331457179482
medinayehudit,RlInOfof4QiXGSK,0.841249025042521
michal_S610,AnBzxqUW43N0f8a,0.8412513078631833
Mot_Tal,KhnHrwn,0.8412518287067665
NptlyS,Amibargil,0.8412534845469269
tamim1379487781,212pondi,0.8412570710332401
liatlev67,ayala25094128,0.8412674820601143
kashkeshet_,Joe02020202,0.8412728541372131
yossibeber1,dorontsedaka,0.8413103510666214
Efke12,DoronStaub28724,0.8413155101230153
duduheim1502,KhnHrwn,0.8413198812458945
rinio1984,AlrxKipnis,0.8413227377025514
MoranT555,FannyMaPines,0.8413274103096544
lovesomebody100,dorontsedaka,0.8413453284089092
lililea22,KatamarZ,0.8413482952538053
AmirLevy3,212pondi,0.8413573801379848
jackofa09855041,arcodeAndroid,0.841363997719039
OrwellTruth1984,GYmJISSkCReYUET,0.8413796507290422
yosihaiafe,smolan_with_s,0.8413837804116423
danny_sovevani,ZoharTrade,0.8413916926608254
afik_banegev,RgshaiSy,0.8414082695683806
noambl236530,a51LetvgkZzmWCw,0.841419215226666
rinio1984,izikduvdevan,0.8414276198768154
YahavYonatan,Ili02Boss,0.8414508811701008
ptrywt21,RevitalMadar,0.8414618762662823
michal_S610,Amiros62799521,0.8414620324024379
yosihaiafe,shall_miri,0.8414677555546184
selectivit,ShbrYwsy,0.8414983624221775
afik_banegev,Ofirizhaki,0.8415038498339024
shall_miri,WryYrqwny,0.8415275025690687
ryntswr3,adi_darkly,0.841546715836575
rinio1984,Gad680gmailcom1,0.8415563239674118
mHtUq817Q1VAYag,Igoigo4561,0.8415640269630998
moving_bot22,Zion5My,0.8415693009183923
adorah1,HwmwsG,0.8415849288145855
yhkhn3,avar14700079,0.8416111192465052
Pusha44986409,Dandy_first,0.8416130574658856
swr67870,lmolgan,0.8416170391115766
paXqueville,BO12399526505,0.8416315171419467
orenant,AlonGafni1,0.8416333472522629
moshenatania,Dany16905696,0.8416403717959194
a51LetvgkZzmWCw,Igoigo4561,0.8416541520733822
shogokipppp,MoranT555,0.84165978747646
ti3627sa,DoronStaub97973,0.8416730980508406
MoranT555,K82GiF4oGDNFgga,0.8416815071609628
adorah1,0k8a6jmiyKMjuoc,0.8416884025509382
noambl236530,AviNimni4,0.8416950791377779
DoronLavi3,Dandy_first,0.8417001570733006
ptrywt21,RiRinabr,0.8417008843796571
motimo68,Igoigo4561,0.8417060032869973
danidin090,K82GiF4oGDNFgga,0.8417081817448661
afik_banegev,Hadassa46476315,0.8417165931711167
yhkhn3,efroniido,0.8417287470717129
emetkoevet,QwbyYhwdh,0.8417292373298432
rikiblaiberg,j32ndSzbeJGuek8,0.8417461904089947
iKgwyGgoSHGmYYj,a51LetvgkZzmWCw,0.8417483406595375
Efke12,Beitar_76,0.8417616579665272
naorlyn,RabanYocha17759,0.8417669164398516
afik_banegev,AlrxKipnis,0.8417867708202457
Pusha44986409,Dany16905696,0.841820723767811
iKgwyGgoSHGmYYj,DanielOriii,0.8418277039491375
shall_miri,Dany16905696,0.8418367373386193
selectivit,DoronStauber007,0.8418516770412726
HwmwsG,BARUCHKEREN1,0.8418537529830663
demokratya11,babusha110,0.841856989828687
YahavYonatan,008Maverick,0.841870573006912
adorah1,Isagerad,0.841900324461494
yosihaiafe,AnBzxqUW43N0f8a,0.8419058563994125
eyal_kaplan,Igoigo4561,0.8419177999635622
moshenatania,SbnYzyq,0.8419181170228373
ptrywt21,Mot_Tal,0.8419299092959063
Dandy_first,1Ycmeired,0.84197202049784
sms82900,Igoigo4561,0.8419961662054036
tami2759721463,ryntswr3,0.841997189927143
K82GiF4oGDNFgga,GYmJISSkCReYUET,0.8420037749326351
duct_pure,dorontsedaka,0.8420108200295565
zacaiha,nadi_paamoni,0.8420117666528754
paXqueville,Hadassa46476315,0.8420223542940672
Dandy_first,Beitar_76,0.8420248962675898
efroniido,1Ycmeired,0.8420264600125806
tamimor210245,HwmwsG,0.8420522986339521
NataniaMoshe,MaxB7777,0.8420649638712767
eyal_kaplan,efroniido,0.8420771949242575
afik_banegev,EpsteinBarr7,0.8420836019336427
Ofirizhaki,Dandy_first,0.8421013711536176
efroniido,BO12399526505,0.8421169307774862
babusha110,Arie36930212,0.8421265437578441
shalom_tuviana,AviNimni4,0.8421539042676356
ilan97933576,adorah1,0.8421631768191382
ynonhadary,eyal_kaplan,0.8422019155565507
j32ndSzbeJGuek8,AviNimni4,0.8422079029572367
j32ndSzbeJGuek8,Dandy_first,0.8422133629500185
slinkysowner,DanielOriii,0.842217842890632
efroniido,Amibargil,0.8422537225950489
YhwsYr,HwmwsG,0.8422651634400533
iKgwyGgoSHGmYYj,Sasreuven,0.8422673861510067
l_ysr70678,duct_pure,0.8423141502822715
HgmyStr,Efke12,0.8423150442683571
Zion5My,RgshaiSy,0.8423664887625915
besiata2,afik_banegev,0.8423672747328331
eyal_kaplan,LnySbg30090,0.8423908785145313
tsipisasony,Efke12,0.8423918772968214
tami2759721463,HwmwsG,0.8424070501677896
orenant,Beitar_76,0.8424150300946611
yosich53,elizipori,0.8424411316361757
ShbrYwsy,InbalShaky,0.8424498836477001
sms82900,LnySbg30090,0.8424532326888712
Zion5My,Amiros62799521,0.8424826059148179
iKgwyGgoSHGmYYj,Ido89209450,0.8425062751329057
duduheim1502,51JYvsb1i7LDjyW,0.8425195851796038
KApW0LzOdQwG6Jn,BO12399526505,0.8425462165599941
ti3627sa,KApW0LzOdQwG6Jn,0.8425505926613887
SvetkaIL,MaxB7777,0.8425558445713262
orenant,6464zipor,0.8425645971405933
sms82900,RgshaiSy,0.8425672136469307
BrQybh7491,AnBzxqUW43N0f8a,0.8425776575546232
SbnYzyq,RgshaiSy,0.8425784209694708
shobot6,PantiPonta22,0.8425874958921967
Zion5My,DovRamon,0.8425979131347401
ayala25094128,PantiPonta22,0.8426087373807376
AnBzxqUW43N0f8a,Amiros62799521,0.8426146010874652
levyalbertino,Nilsagar23,0.8426571306435015
shogokipppp,BrQybh7491,0.8426622184168056
shogokipppp,Beitar_76,0.8426662148719238
tsipisasony,aH8QGoSfkVWZCu9,0.8426818139303229
danny_sovevani,BO12399526505,0.8426838085707548
efroniido,KApW0LzOdQwG6Jn,0.8427029761326448
tsipisasony,SbnYzyq,0.8427034007209263
hhwsb1,ayala25094128,0.84271153228461
TsadokRonit,BO12399526505,0.8427119040285037
levyalbertino,NataniaMoshe,0.8427135482029416
SbnYzyq,Ido89209450,0.8427195102406179
moshenatania,0k8a6jmiyKMjuoc,0.8427277017894295
izikduvdevan,efroniido,0.8427544206278248
nkfyBBkfifqyxik,Nilsagar23,0.842755177508249
a51LetvgkZzmWCw,GE4IL,0.8427578008468719
RlInOfof4QiXGSK,BO12399526505,0.8427607932506623
yosihaiafe,GE4IL,0.842763055535039
duct_pure,HwmwsG,0.8427687765200742
hanalevi1961,FannyMaPines,0.8427734464975813
yk2775,6464zipor,0.8427812319586129
nurit812,DoronStaub28724,0.8427822102917101
yosi_shahbar,DoctoryErez,0.8427876796610348
izikduvdevan,Beitar_76,0.8427902323652595
TsadokRonit,OFgSTCH7IvIILSB,0.8427946717958281
motimo68,GE4IL,0.8427964098717864
RiRinabr,HgmyStr,0.8428053256412025
SbnYzyq,Mot_Tal,0.8428198474752532
hanalevi1961,atzam357,0.8428216614585273
a51LetvgkZzmWCw,DrwqBrhm79967,0.8428378451349342
ynonhadary,danny_sovevani,0.8428571500730693
hhwsb1,KhnHrwn,0.8428596950979574
Amibargil,6464zipor,0.8428651850651238
RgshaiSy,6464zipor,0.8428704957581337
ZaguriMor13184,BenzerBenzemez,0.8428722807181793
yk2775,RiRinabr,0.8428811778041739
Ofirizhaki,Mot_Tal,0.8429076776528833
l_ysr70678,Amiros62799521,0.842907936408354
orenant,danny_sovevani,0.8429428588511091
arcodeAndroid,Nilsagar23,0.8429490444450362
sms82900,danny_sovevani,0.8429621553425132
danidin090,bibistbabun,0.8429955794514747
yosich53,orenant,0.8429971024826691
YhwsYr,YahavYonatan,0.8430133847609754
yk2775,HgmyStr,0.8430186448431264
TsadokRonit,AnBzxqUW43N0f8a,0.8430255691548566
gl_xllk,The_One_Star,0.8430420697807687
tsipisasony,Hadassa46476315,0.8430425789685171
yk2775,izikduvdevan,0.8430440701307554
ShbrYwsy,DoronStaub97973,0.8430517907011135
nurit812,motimo68,0.843068504159825
ShbrYwsy,LakersssLa,0.8430729039776068
avar14700079,ASHER501,0.8430828751407837
Joe02020202,Galor03155003,0.8430931310858844
moving_bot22,lililea22,0.8430975496656137
yosich53,RabanYocha17759,0.8430987853104788
yossibeber1,NataniaMoshe,0.843102902560459
elizipori,MoranT555,0.8431056680498328
R_BBN_IL,Ili02Boss,0.8431080708840161
indianados1,KApW0LzOdQwG6Jn,0.843109379399709
yosishahbar,tami2759721463,0.8431098514086578
navak50,212pondi,0.8431200654096344
FannyMaPines,BHlpUPqIkKjnSqL,0.8431230895738248
j32ndSzbeJGuek8,RlInOfof4QiXGSK,0.8431264986133998
xrJSbVEHWcYU7up,NataniaMoshe,0.8431310336475842
yk2775,danny_sovevani,0.8431366663266865
indianados1,hanalevi1961,0.8431413186608698
indianados1,Amiros62799521,0.8431430998734228
izikduvdevan,QwbyYhwdh,0.8431590070616417
rinio1984,Amibargil,0.8431666984558889
dorontsedaka,InbalShaky,0.8431695857731644
jackofa09855041,KhnHrwn,0.8431746894717964
bibistbabun,LakersssLa,0.8431771506401314
PantiPonta22,Gad680gmailcom1,0.8431883532230021
SvetkaIL,R_BBN_IL,0.8431981400042823
WryYrqwny,Ilana80028045,0.8432073006710699
efroniido,Galor03155003,0.8432087625614981
Mo27029,DoronLavi3,0.8432110830792479
shall_miri,DoronStaub69008,0.8432152509156317
yosihaiafe,ASHER501,0.843220958000136
SvetkaIL,Mo27029,0.8432242074328784
mHtUq817Q1VAYag,NkCninFukolqlQC,0.8432246261710038
lililea22,51JYvsb1i7LDjyW,0.8432281540325998
Ido89209450,EujAKgojA2KVxmb,0.8432320755689626
OrwellTruth1984,Max_B_777,0.8432417493937209
ynonhadary,menashee4599,0.8432445180522423
MySmallfish,MaxB7777,0.8432488337122099
yosich53,ynonhadary,0.8432525201600549
orenant,BARUCHKEREN1,0.843257950921923
tsipisasony,izikduvdevan,0.8432722091381499
yosich53,Beitar_76,0.8432762426822709
RevitalMadar,BARUCHKEREN1,0.8432814264000289
DoronLavi3,ASHER501,0.843297525995661
EujAKgojA2KVxmb,Amiros62799521,0.8432979662590393
MaxB7777,Gad680gmailcom1,0.8433091015755804
ynonhadary,NptlyS,0.8433102961858271
yosishahbar,ti3627sa,0.8433119943499354
dorontsedaka,NptlyS,0.8433191153906938
DoronLavi3,212pondi,0.8433245831061692
swr67870,liatlev67,0.8433266836521726
motimo68,YhwsYr,0.8433310268967412
m2CL3T2r7CC7Q38,BARUCHKEREN1,0.8433430450297585
TsadokRonit,QwbyYhwdh,0.8433587734184277
michal_S610,SbnYzyq,0.843367577370855
Az291058,0k8a6jmiyKMjuoc,0.8433805619822112
liatlev67,KazanMoshe,0.8433842820006092
lovesomebody100,OrwellTruth1984,0.8433929875214089
l_ysr70678,RlInOfof4QiXGSK,0.8433992372156005
liatlev67,Amibargil,0.8434102478960851
RiRinabr,DrwqBrhm79967,0.8434361894185765
rinio1984,HgmyStr,0.8434616697939167
swr67870,Galor03155003,0.8434621878512025
esterrmmm,dorontsedaka,0.8434819043748699
medinayehudit,Gad680gmailcom1,0.8434824106815942
QwbyYhwdh,GE4IL,0.8434847133873409
ELISHALOM4,AviNimni4,0.843488237658308
DoronLavi3,7Za03F3no0CsgpN,0.8435073161381793
lililea22,Az291058,0.8435144883105445
Nilsagar23,Igoigo4561,0.8435286011484389
Pusha44986409,GYmJISSkCReYUET,0.8435559948354608
rinio1984,l_ysr70678,0.8435634790372183
BARUCHKEREN1,008Maverick,0.8435737180559719
orli1960,MySmallfish,0.8435747033773943
ti3627sa,YahavYonatan,0.84358547942372
YhwsYr,KatamarZ,0.8435860662427107
kashkeshet_,jackofa09855041,0.8435861695306373
shall_miri,GYmJISSkCReYUET,0.8435891128835337
liatlev67,HgmyStr,0.8436027965803559
QwbyYhwdh,BARUCHKEREN1,0.843609133558294
thefardude,DoronStauber007,0.8436104376979915
R_BBN_IL,KatamarZ,0.8436161555674911
ti3627sa,NataniaMoshe,0.843620610546815
afik_banegev,KatamarZ,0.8436503423766389
shall_miri,DoronStaub28724,0.8436605596616401
tsipisasony,ZoharTrade,0.843661598530034
xrJSbVEHWcYU7up,dorontsedaka,0.8436651310615046
DovRamon,BARUCHKEREN1,0.843666071961483
a51LetvgkZzmWCw,Pusha44986409,0.8436752180394385
emetkoevet,FannyMaPines,0.8436773705881419
liatlev67,Hadassa46476315,0.8437014957386442
jackofa09855041,DoctoryErez,0.8437031987952964
ZoharTrade,Mot_Tal,0.8437219686270436
yosihaiafe,Efke12,0.8437395116074266
indianados1,NptlyS,0.8437507204050422
MoranT555,Beitar_76,0.8437608251933016
medinayehudit,ZoharTrade,0.8437625834493601
ptrywt21,l_ysr70678,0.8437773067217833
lililea22,jackofa09855041,0.8437952931774916
yosihaiafe,elizipori,0.84380221118699
lovesomebody100,KatamarZ,0.8438057786128411
gili_zur,Ili02Boss,0.8438092994244741
paXqueville,FannyMaPines,0.8438334906669142
yhkhn3,Efke12,0.8438556830788728
YahavYonatan,LnySbg30090,0.8438693237857658
KhnHrwn,EpsteinBarr7,0.8439159476194871
OrwellTruth1984,DoronStaub28724,0.8439298318634282
yk2775,arcodeAndroid,0.84394062644164
iKgwyGgoSHGmYYj,AlonGafni1,0.8439499249298771
adorah1,ZoharTrade,0.8439562034941257
Joe02020202,70SKsJcTocTNevL,0.8439583605745614
mHtUq817Q1VAYag,Dandy_first,0.8439738155396537
rinio1984,GE4IL,0.8439802180475626
moving_bot22,Dany16905696,0.843982614968799
yosihaiafe,OrwellTruth1984,0.8439961712557188
7Za03F3no0CsgpN,1Ycmeired,0.8440034703973724
nurit812,MySmallfish,0.8440073234580142
zacaiha,paXqueville,0.8440092304548089
gl_xllk,212pondi,0.8440216495733301
yosishahbar,008Maverick,0.8440218840742709
yosi_shahbar,008Maverick,0.8440254353674922
ryntswr3,YhwsYr,0.8440560558901294
arcodeAndroid,adorah1,0.8440633235715662
afik_banegev,Amiros62799521,0.8440659231925451
yhkhn3,Zion5My,0.8440659358481155
motimo68,Dany16905696,0.8440790045834177
yosishahbar,babusha110,0.8440949197865989
avar14700079,Beitar_76,0.8440951946519999
ZoharTrade,BHlpUPqIkKjnSqL,0.8441115638088798
yossibeber1,ryntswr3,0.844128430588834
zacaiha,yhkhn3,0.8441320767184336
ynonhadary,AlonGafni1,0.844154206119976
yhkhn3,1Ycmeired,0.8441545260625055
SbnYzyq,DoronLavi3,0.8441586055621422
shall_miri,iKgwyGgoSHGmYYj,0.84416814441643
ayala25094128,Arie36930212,0.8441872806051701
adorah1,NkCninFukolqlQC,0.8441985885534623
NptlyS,EpsteinBarr7,0.8442265457757129
ptrywt21,MySmallfish,0.8442276897094042
ti3627sa,efroniido,0.84422798864855
besiata2,KhnHrwn,0.844228521229691
Igoigo4561,BO12399526505,0.8442341962723361
noambl236530,efroniido,0.8442368305830252
orenant,Dany16905696,0.8442381830956
Ili02Boss,Beitar_76,0.8442560501363439
indianados1,7Za03F3no0CsgpN,0.8442943325306425
nadi_paamoni,SvetkaIL,0.8443009040979087
ryntswr3,LakersssLa,0.8443022154786434
Efke12,6464zipor,0.8443182211264828
ryntswr3,hotbot699,0.844346809033163
zacaiha,BO12399526505,0.8443525843374622
R_BBN_IL,HwmwsG,0.8443551043336408
gl_xllk,DoronStauber007,0.8443635974667427
aH8QGoSfkVWZCu9,SvetkaIL,0.8443711381135189
mHtUq817Q1VAYag,j32ndSzbeJGuek8,0.8443793067118512
OFgSTCH7IvIILSB,Amibargil,0.8444096790274183
lovesomebody100,HwmwsG,0.8444384532145139
j32ndSzbeJGuek8,SvetkaIL,0.8444599294685382
ti3627sa,Beitar_76,0.8444644828487053
Ilana80028045,HwmwsG,0.8444739802783009
esterrmmm,besiata2,0.8444952424484157
yosihaiafe,hanalevi1961,0.8445000036736805
ryntswr3,ELISHALOM4,0.8445076099368728
ti3627sa,Ofirizhaki,0.8445085468137921
motimo68,j32ndSzbeJGuek8,0.8445338134042376
rinio1984,ptrywt21,0.844540281147501
afik_banegev,GE4IL,0.8445488525440192
Ofirizhaki,OFgSTCH7IvIILSB,0.8445490525453794
KApW0LzOdQwG6Jn,Efke12,0.8445894653464955
OFgSTCH7IvIILSB,HgmyStr,0.8446065112771297
BrQybh7491,BO12399526505,0.8446262907841943
PantiPonta22,LnySbg30090,0.844631995038283
hhwsb1,Ofirizhaki,0.8446699267826153
SvetkaIL,AlrxKipnis,0.8446977672761167
shalom_tuviana,orenant,0.8447064615523839
smolan_with_s,orli1960,0.8447080891696009
besiata2,BenipazdP,0.8447399351993198
ynonhadary,atzam357,0.8447464938291035
Beitar_76,6464zipor,0.8447470528532005
ynonhadary,Ofirizhaki,0.84476156954325
Hadassa46476315,51JYvsb1i7LDjyW,0.844767345470037
ayala25094128,BenzerBenzemez,0.8447763335993133
shalom_tuviana,RevitalMadar,0.8447848577156882
Zion5My,KApW0LzOdQwG6Jn,0.8447938776540652
Zion5My,HgmyStr,0.8447960365085948
xrJSbVEHWcYU7up,besiata2,0.844800410614136
danny_sovevani,Zion5My,0.8448295060535291
nadi_paamoni,AlrxKipnis,0.8448400282015412
orli1960,Pusha44986409,0.8448476863326257
aH8QGoSfkVWZCu9,Amibargil,0.8448577099827683
RlInOfof4QiXGSK,Efke12,0.8448811949430031
Ofirizhaki,BitonNikol,0.844888787931808
AnBzxqUW43N0f8a,AlrxKipnis,0.8449129601032925
shobot6,QwbyYhwdh,0.8449191401477496
ynonhadary,shalom_tuviana,0.8449347609840475
izikduvdevan,eyal_kaplan,0.8449362405098858
hhwsb1,008Maverick,0.8449376112019524
sms82900,gl_xllk,0.8449459351693619
BHlpUPqIkKjnSqL,AviNimni4,0.8449518782347336
j32ndSzbeJGuek8,BrQybh7491,0.8449524927721812
The_One_Star,FannyMaPines,0.8449582650167149
YhwsYr,DoronStaub69008,0.8450103961730163
Zion5My,RlInOfof4QiXGSK,0.8450168156754857
j32ndSzbeJGuek8,Amibargil,0.8450203504012037
shobot6,6464zipor,0.845033441973962
shobot6,HgmyStr,0.8450399475150565
RgshaiSy,Ido89209450,0.8450515436183351
Ofirizhaki,Ido89209450,0.8450539300541807
